"","Row","Column","Read","RFU","OD600","OD700","OD750","date","time","datetime","Plate","Well","Well.ID","Unique.ID","Chlamy","Microbe","Temperature","Salt.conc","Nitrogen.conc","days"
"36",1,9,"4",24,0.993,0.982,0.982,63,"12:02:35",2025-03-05 12:02:35,1,9,1.9,"T8.P1.W9","y","1",8,0,1000,0.960960648148148
"37",1,1,"6",26,0.909,0.897,0.901,64,"18:14:31",2025-03-06 18:14:31,1,1,1.1,"T8.P1.W1","y","none",8,0,1000,2.21924768518519
"38",1,2,"6",28,0.731,0.732,0.729,64,"18:14:31",2025-03-06 18:14:31,1,2,1.2,"T8.P1.W2","y","none",8,0,1000,2.21924768518519
"39",1,3,"6",34,1.016,1.016,1.001,64,"18:14:31",2025-03-06 18:14:31,1,3,1.3,"T8.P1.W3","y","1",8,0,1000,2.21924768518519
"40",1,4,"6",25,0.896,0.886,0.892,64,"18:14:31",2025-03-06 18:14:31,1,4,1.4,"T8.P1.W4","y","none",8,0,1000,2.21924768518519
"41",1,5,"6",17,0.88,0.878,0.879,64,"18:14:31",2025-03-06 18:14:31,1,5,1.5,"T8.P1.W5","n","1",8,0,1000,2.21924768518519
"42",1,6,"6",16,1.016,1.005,1.005,64,"18:14:31",2025-03-06 18:14:31,1,6,1.6,"T8.P1.W6","n","1",8,0,1000,2.21924768518519
"43",1,7,"6",25,1.099,1.093,1.094,64,"18:14:31",2025-03-06 18:14:31,1,7,1.7,"T8.P1.W7","y","1",8,0,1000,2.21924768518519
"44",1,8,"6",15,0.966,0.951,0.95,64,"18:14:31",2025-03-06 18:14:31,1,8,1.8,"T8.P1.W8","n","1",8,0,1000,2.21924768518519
"45",1,9,"6",26,1.008,0.99,0.996,64,"18:14:31",2025-03-06 18:14:31,1,9,1.9,"T8.P1.W9","y","1",8,0,1000,2.21924768518519
"46",1,1,"7",22,0.897,0.889,0.892,66,"14:45:38",2025-03-08 14:45:38,1,1,1.1,"T8.P1.W1","y","none",8,0,1000,4.07418981481482
"47",1,2,"7",26,0.712,0.713,0.708,66,"14:45:38",2025-03-08 14:45:38,1,2,1.2,"T8.P1.W2","y","none",8,0,1000,4.07418981481482
"48",1,3,"7",29,1.011,1.002,1.001,66,"14:45:38",2025-03-08 14:45:38,1,3,1.3,"T8.P1.W3","y","1",8,0,1000,4.07418981481482
"49",1,4,"7",25,0.899,0.89,0.892,66,"14:45:38",2025-03-08 14:45:38,1,4,1.4,"T8.P1.W4","y","none",8,0,1000,4.07418981481482
"50",1,5,"7",13,0.874,0.862,0.864,66,"14:45:38",2025-03-08 14:45:38,1,5,1.5,"T8.P1.W5","n","1",8,0,1000,4.07418981481482
"51",1,6,"7",13,1.002,0.998,1,66,"14:45:38",2025-03-08 14:45:38,1,6,1.6,"T8.P1.W6","n","1",8,0,1000,4.07418981481482
"52",1,7,"7",27,1.085,1.078,1.079,66,"14:45:38",2025-03-08 14:45:38,1,7,1.7,"T8.P1.W7","y","1",8,0,1000,4.07418981481482
"53",1,8,"7",15,0.96,0.949,0.947,66,"14:45:38",2025-03-08 14:45:38,1,8,1.8,"T8.P1.W8","n","1",8,0,1000,4.07418981481482
"54",1,9,"7",22,1.024,1.01,1.007,66,"14:45:38",2025-03-08 14:45:38,1,9,1.9,"T8.P1.W9","y","1",8,0,1000,4.07418981481482
"55",1,1,"8",30,0.912,0.888,0.888,68,"09:47:20",2025-03-10 09:47:20,1,1,1.1,"T8.P1.W1","y","none",8,0,1000,5.86703703703704
"56",1,2,"8",32,0.813,0.8,0.791,68,"09:47:20",2025-03-10 09:47:20,1,2,1.2,"T8.P1.W2","y","none",8,0,1000,5.86703703703704
"57",1,3,"8",39,1.03,1.011,1.006,68,"09:47:20",2025-03-10 09:47:20,1,3,1.3,"T8.P1.W3","y","1",8,0,1000,5.86703703703704
"58",1,4,"8",30,0.899,0.889,0.885,68,"09:47:20",2025-03-10 09:47:20,1,4,1.4,"T8.P1.W4","y","none",8,0,1000,5.86703703703704
"59",1,5,"8",10,0.936,0.922,0.919,68,"09:47:20",2025-03-10 09:47:20,1,5,1.5,"T8.P1.W5","n","1",8,0,1000,5.86703703703704
"60",1,6,"8",11,1.007,0.998,0.999,68,"09:47:20",2025-03-10 09:47:20,1,6,1.6,"T8.P1.W6","n","1",8,0,1000,5.86703703703704
"61",1,7,"8",29,1.085,1.08,1.081,68,"09:47:20",2025-03-10 09:47:20,1,7,1.7,"T8.P1.W7","y","1",8,0,1000,5.86703703703704
"62",1,8,"8",11,0.922,0.912,0.913,68,"09:47:20",2025-03-10 09:47:20,1,8,1.8,"T8.P1.W8","n","1",8,0,1000,5.86703703703704
"63",1,9,"8",35,0.977,0.975,0.974,68,"09:47:20",2025-03-10 09:47:20,1,9,1.9,"T8.P1.W9","y","1",8,0,1000,5.86703703703704
"64",1,1,"1",39,0.678,0.677,0.691,62,"13:07:46",2025-03-04 13:07:46,1,1,1.1,"T14.P1.W1","y","none",14,0,1000,0
"65",1,2,"1",49,1.077,1.056,1.049,62,"13:07:46",2025-03-04 13:07:46,1,2,1.2,"T14.P1.W2","y","1",14,0,1000,0
"66",1,3,"1",36,1.248,1.213,1.195,62,"13:07:46",2025-03-04 13:07:46,1,3,1.3,"T14.P1.W3","n","1",14,0,1000,0
"67",1,4,"1",48,1.068,1.053,1.045,62,"13:07:46",2025-03-04 13:07:46,1,4,1.4,"T14.P1.W4","y","1",14,0,1000,0
"68",1,5,"1",52,1.077,1.066,1.067,62,"13:07:46",2025-03-04 13:07:46,1,5,1.5,"T14.P1.W5","y","1",14,0,1000,0
"69",1,6,"1",37,1.092,1.063,1.054,62,"13:07:46",2025-03-04 13:07:46,1,6,1.6,"T14.P1.W6","n","1",14,0,1000,0
"70",1,7,"1",46,1.017,1.002,1.001,62,"13:07:46",2025-03-04 13:07:46,1,7,1.7,"T14.P1.W7","y","none",14,0,1000,0
"71",1,8,"1",37,1.089,1.068,1.065,62,"13:07:46",2025-03-04 13:07:46,1,8,1.8,"T14.P1.W8","n","1",14,0,1000,0
"72",1,9,"1",44,0.71,0.726,0.746,62,"13:07:46",2025-03-04 13:07:46,1,9,1.9,"T14.P1.W9","y","none",14,0,1000,0
"73",1,1,"2",29,0.753,0.744,0.746,62,"17:49:54",2025-03-04 17:49:54,1,1,1.1,"T14.P1.W1","y","none",14,0,1000,0.195925925925926
"74",1,2,"2",25,1.258,1.208,1.189,62,"17:49:54",2025-03-04 17:49:54,1,2,1.2,"T14.P1.W2","y","1",14,0,1000,0.195925925925926
"75",1,3,"2",19,1.265,1.189,1.154,62,"17:49:54",2025-03-04 17:49:54,1,3,1.3,"T14.P1.W3","n","1",14,0,1000,0.195925925925926
"76",1,4,"2",36,1.106,1.079,1.072,62,"17:49:54",2025-03-04 17:49:54,1,4,1.4,"T14.P1.W4","y","1",14,0,1000,0.195925925925926
"77",1,5,"2",33,1.307,1.242,1.218,62,"17:49:54",2025-03-04 17:49:54,1,5,1.5,"T14.P1.W5","y","1",14,0,1000,0.195925925925926
"78",1,6,"2",17,1.254,1.202,1.174,62,"17:49:54",2025-03-04 17:49:54,1,6,1.6,"T14.P1.W6","n","1",14,0,1000,0.195925925925926
"79",1,7,"2",28,0.94,0.915,0.908,62,"17:49:54",2025-03-04 17:49:54,1,7,1.7,"T14.P1.W7","y","none",14,0,1000,0.195925925925926
"80",1,8,"2",19,1.526,1.431,1.391,62,"17:49:54",2025-03-04 17:49:54,1,8,1.8,"T14.P1.W8","n","1",14,0,1000,0.195925925925926
"81",1,9,"2",28,0.933,0.942,0.902,62,"17:49:54",2025-03-04 17:49:54,1,9,1.9,"T14.P1.W9","y","none",14,0,1000,0.195925925925926
"82",1,1,"3",33,0.755,0.743,0.748,63,"06:46:56",2025-03-05 06:46:56,1,1,1.1,"T14.P1.W1","y","none",14,0,1000,0.735532407407407
"83",1,2,"3",30,1.226,1.19,1.173,63,"06:46:56",2025-03-05 06:46:56,1,2,1.2,"T14.P1.W2","y","1",14,0,1000,0.735532407407407
"84",1,3,"3",15,1.493,1.451,1.428,63,"06:46:56",2025-03-05 06:46:56,1,3,1.3,"T14.P1.W3","n","1",14,0,1000,0.735532407407407
"85",1,4,"3",33,1.122,1.094,1.084,63,"06:46:56",2025-03-05 06:46:56,1,4,1.4,"T14.P1.W4","y","1",14,0,1000,0.735532407407407
"86",1,5,"3",35,1.426,1.345,1.313,63,"06:46:56",2025-03-05 06:46:56,1,5,1.5,"T14.P1.W5","y","1",14,0,1000,0.735532407407407
"87",1,6,"3",13,1.002,0.981,0.973,63,"06:46:56",2025-03-05 06:46:56,1,6,1.6,"T14.P1.W6","n","1",14,0,1000,0.735532407407407
"88",1,7,"3",27,0.954,0.942,0.941,63,"06:46:56",2025-03-05 06:46:56,1,7,1.7,"T14.P1.W7","y","none",14,0,1000,0.735532407407407
"89",1,8,"3",18,1.631,1.529,1.479,63,"06:46:56",2025-03-05 06:46:56,1,8,1.8,"T14.P1.W8","n","1",14,0,1000,0.735532407407407
"90",1,9,"3",19,0.901,0.895,0.947,63,"06:46:56",2025-03-05 06:46:56,1,9,1.9,"T14.P1.W9","y","none",14,0,1000,0.735532407407407
"91",1,1,"4",34,0.786,0.774,0.775,63,"12:08:34",2025-03-05 12:08:34,1,1,1.1,"T14.P1.W1","y","none",14,0,1000,0.958888888888889
"92",1,2,"4",28,1.064,1.038,1.032,63,"12:08:34",2025-03-05 12:08:34,1,2,1.2,"T14.P1.W2","y","1",14,0,1000,0.958888888888889
"93",1,3,"4",17,1.284,1.243,1.224,63,"12:08:34",2025-03-05 12:08:34,1,3,1.3,"T14.P1.W3","n","1",14,0,1000,0.958888888888889
"94",1,4,"4",28,1.108,1.08,1.073,63,"12:08:34",2025-03-05 12:08:34,1,4,1.4,"T14.P1.W4","y","1",14,0,1000,0.958888888888889
"95",1,5,"4",32,1.445,1.366,1.335,63,"12:08:34",2025-03-05 12:08:34,1,5,1.5,"T14.P1.W5","y","1",14,0,1000,0.958888888888889
"96",1,6,"4",15,1.021,0.991,0.981,63,"12:08:34",2025-03-05 12:08:34,1,6,1.6,"T14.P1.W6","n","1",14,0,1000,0.958888888888889
"97",1,7,"4",25,0.932,0.924,0.926,63,"12:08:34",2025-03-05 12:08:34,1,7,1.7,"T14.P1.W7","y","none",14,0,1000,0.958888888888889
"98",1,8,"4",13,1.631,1.53,1.482,63,"12:08:34",2025-03-05 12:08:34,1,8,1.8,"T14.P1.W8","n","1",14,0,1000,0.958888888888889
"99",1,9,"4",25,0.978,1.005,1.065,63,"12:08:34",2025-03-05 12:08:34,1,9,1.9,"T14.P1.W9","y","none",14,0,1000,0.958888888888889
"100",1,1,"6",39,0.753,0.744,0.748,64,"18:19:32",2025-03-06 18:19:32,1,1,1.1,"T14.P1.W1","y","none",14,0,1000,2.21650462962963
"101",1,2,"6",63,0.959,0.953,0.955,64,"18:19:32",2025-03-06 18:19:32,1,2,1.2,"T14.P1.W2","y","1",14,0,1000,2.21650462962963
"102",1,3,"6",13,1.089,1.083,1.081,64,"18:19:32",2025-03-06 18:19:32,1,3,1.3,"T14.P1.W3","n","1",14,0,1000,2.21650462962963
"103",1,4,"6",51,1.042,1.033,1.031,64,"18:19:32",2025-03-06 18:19:32,1,4,1.4,"T14.P1.W4","y","1",14,0,1000,2.21650462962963
"104",1,5,"6",50,1.02,1.014,1.017,64,"18:19:32",2025-03-06 18:19:32,1,5,1.5,"T14.P1.W5","y","1",14,0,1000,2.21650462962963
"105",1,6,"6",15,0.942,0.933,0.93,64,"18:19:32",2025-03-06 18:19:32,1,6,1.6,"T14.P1.W6","n","1",14,0,1000,2.21650462962963
"106",1,7,"6",42,0.91,0.904,0.908,64,"18:19:32",2025-03-06 18:19:32,1,7,1.7,"T14.P1.W7","y","none",14,0,1000,2.21650462962963
"107",1,8,"6",15,1.624,1.544,1.506,64,"18:19:32",2025-03-06 18:19:32,1,8,1.8,"T14.P1.W8","n","1",14,0,1000,2.21650462962963
"108",1,9,"6",50,1.011,1.043,1.072,64,"18:19:32",2025-03-06 18:19:32,1,9,1.9,"T14.P1.W9","y","none",14,0,1000,2.21650462962963
"109",1,1,"7",1102,0.843,0.819,0.8,66,"14:50:35",2025-03-08 14:50:35,1,1,1.1,"T14.P1.W1","y","none",14,0,1000,4.07140046296296
"110",1,2,"7",1262,1.073,1.056,1.023,66,"14:50:35",2025-03-08 14:50:35,1,2,1.2,"T14.P1.W2","y","1",14,0,1000,4.07140046296296
"111",1,3,"7",13,1.075,1.069,1.068,66,"14:50:35",2025-03-08 14:50:35,1,3,1.3,"T14.P1.W3","n","1",14,0,1000,4.07140046296296
"112",1,4,"7",2028,1.252,1.207,1.178,66,"14:50:35",2025-03-08 14:50:35,1,4,1.4,"T14.P1.W4","y","1",14,0,1000,4.07140046296296
"113",1,5,"7",2025,1.194,1.19,1.154,66,"14:50:35",2025-03-08 14:50:35,1,5,1.5,"T14.P1.W5","y","1",14,0,1000,4.07140046296296
"114",1,6,"7",14,0.908,0.902,0.899,66,"14:50:35",2025-03-08 14:50:35,1,6,1.6,"T14.P1.W6","n","1",14,0,1000,4.07140046296296
"115",1,7,"7",1723,1.026,0.984,0.947,66,"14:50:35",2025-03-08 14:50:35,1,7,1.7,"T14.P1.W7","y","none",14,0,1000,4.07140046296296
"116",1,8,"7",11,1.018,1.012,1.012,66,"14:50:35",2025-03-08 14:50:35,1,8,1.8,"T14.P1.W8","n","1",14,0,1000,4.07140046296296
"117",1,9,"7",1589,0.858,0.826,0.8,66,"14:50:35",2025-03-08 14:50:35,1,9,1.9,"T14.P1.W9","y","none",14,0,1000,4.07140046296296
"118",1,1,"8",4759,1.371,1.298,1.312,68,"09:53:05",2025-03-10 09:53:05,1,1,1.1,"T14.P1.W1","y","none",14,0,1000,5.86480324074074
"119",1,2,"8",5958,1.764,1.749,1.689,68,"09:53:05",2025-03-10 09:53:05,1,2,1.2,"T14.P1.W2","y","1",14,0,1000,5.86480324074074
"120",1,3,"8",12,1.046,1.041,1.043,68,"09:53:05",2025-03-10 09:53:05,1,3,1.3,"T14.P1.W3","n","1",14,0,1000,5.86480324074074
"121",1,4,"8",5220,1.585,1.57,1.535,68,"09:53:05",2025-03-10 09:53:05,1,4,1.4,"T14.P1.W4","y","1",14,0,1000,5.86480324074074
"122",1,5,"8",5156,1.58,1.564,1.564,68,"09:53:05",2025-03-10 09:53:05,1,5,1.5,"T14.P1.W5","y","1",14,0,1000,5.86480324074074
"123",1,6,"8",10,0.909,0.901,0.9,68,"09:53:05",2025-03-10 09:53:05,1,6,1.6,"T14.P1.W6","n","1",14,0,1000,5.86480324074074
"124",1,7,"8",4841,1.711,1.668,1.626,68,"09:53:05",2025-03-10 09:53:05,1,7,1.7,"T14.P1.W7","y","none",14,0,1000,5.86480324074074
"125",1,8,"8",9,1.016,1.011,1.011,68,"09:53:05",2025-03-10 09:53:05,1,8,1.8,"T14.P1.W8","n","1",14,0,1000,5.86480324074074
"126",1,9,"8",3544,1.095,1.077,1.055,68,"09:53:05",2025-03-10 09:53:05,1,9,1.9,"T14.P1.W9","y","none",14,0,1000,5.86480324074074
"127",1,1,"1",46,0.928,0.92,0.92,62,"13:16:10",2025-03-04 13:16:10,1,1,1.1,"T20.P1.W1","y","none",20,0,1000,0
"128",1,2,"1",39,0.9,0.892,0.897,62,"13:16:10",2025-03-04 13:16:10,1,2,1.2,"T20.P1.W2","n","1",20,0,1000,0
"129",1,3,"1",46,0.967,0.956,0.962,62,"13:16:10",2025-03-04 13:16:10,1,3,1.3,"T20.P1.W3","y","none",20,0,1000,0
"130",1,4,"1",50,0.957,0.948,0.949,62,"13:16:10",2025-03-04 13:16:10,1,4,1.4,"T20.P1.W4","y","1",20,0,1000,0
"131",1,5,"1",44,1.001,0.997,1.001,62,"13:16:10",2025-03-04 13:16:10,1,5,1.5,"T20.P1.W5","n","1",20,0,1000,0
"132",1,6,"1",47,1.078,1.068,1.07,62,"13:16:10",2025-03-04 13:16:10,1,6,1.6,"T20.P1.W6","n","1",20,0,1000,0
"133",1,7,"1",51,0.891,0.873,0.878,62,"13:16:10",2025-03-04 13:16:10,1,7,1.7,"T20.P1.W7","y","1",20,0,1000,0
"134",1,8,"1",46,0.954,0.955,0.957,62,"13:16:10",2025-03-04 13:16:10,1,8,1.8,"T20.P1.W8","y","1",20,0,1000,0
"135",1,9,"1",48,0.985,0.973,0.963,62,"13:16:10",2025-03-04 13:16:10,1,9,1.9,"T20.P1.W9","y","none",20,0,1000,0
"136",1,1,"2",30,0.919,0.919,0.917,62,"17:55:38",2025-03-04 17:55:38,1,1,1.1,"T20.P1.W1","y","none",20,0,1000,0.194074074074074
"137",1,2,"2",20,0.87,0.861,0.861,62,"17:55:38",2025-03-04 17:55:38,1,2,1.2,"T20.P1.W2","n","1",20,0,1000,0.194074074074074
"138",1,3,"2",25,0.95,0.939,0.941,62,"17:55:38",2025-03-04 17:55:38,1,3,1.3,"T20.P1.W3","y","none",20,0,1000,0.194074074074074
"139",1,4,"2",38,0.926,0.918,0.918,62,"17:55:38",2025-03-04 17:55:38,1,4,1.4,"T20.P1.W4","y","1",20,0,1000,0.194074074074074
"140",1,5,"2",25,1.02,1.009,1.005,62,"17:55:38",2025-03-04 17:55:38,1,5,1.5,"T20.P1.W5","n","1",20,0,1000,0.194074074074074
"141",1,6,"2",23,1.063,1.053,1.053,62,"17:55:38",2025-03-04 17:55:38,1,6,1.6,"T20.P1.W6","n","1",20,0,1000,0.194074074074074
"142",1,7,"2",28,0.893,0.883,0.886,62,"17:55:38",2025-03-04 17:55:38,1,7,1.7,"T20.P1.W7","y","1",20,0,1000,0.194074074074074
"143",1,8,"2",27,0.915,0.918,0.914,62,"17:55:38",2025-03-04 17:55:38,1,8,1.8,"T20.P1.W8","y","1",20,0,1000,0.194074074074074
"144",1,9,"2",44,0.921,0.913,0.912,62,"17:55:38",2025-03-04 17:55:38,1,9,1.9,"T20.P1.W9","y","none",20,0,1000,0.194074074074074
"145",1,1,"3",40,0.923,0.916,0.924,63,"06:53:23",2025-03-05 06:53:23,1,1,1.1,"T20.P1.W1","y","none",20,0,1000,0.734178240740741
"146",1,2,"3",20,0.865,0.851,0.85,63,"06:53:23",2025-03-05 06:53:23,1,2,1.2,"T20.P1.W2","n","1",20,0,1000,0.734178240740741
"147",1,3,"3",36,0.95,0.943,0.942,63,"06:53:23",2025-03-05 06:53:23,1,3,1.3,"T20.P1.W3","y","none",20,0,1000,0.734178240740741
"148",1,4,"3",34,0.923,0.917,0.913,63,"06:53:23",2025-03-05 06:53:23,1,4,1.4,"T20.P1.W4","y","1",20,0,1000,0.734178240740741
"149",1,5,"3",20,1.008,0.999,0.996,63,"06:53:23",2025-03-05 06:53:23,1,5,1.5,"T20.P1.W5","n","1",20,0,1000,0.734178240740741
"150",1,6,"3",19,1.054,1.057,1.054,63,"06:53:23",2025-03-05 06:53:23,1,6,1.6,"T20.P1.W6","n","1",20,0,1000,0.734178240740741
"151",1,7,"3",28,0.893,0.884,0.888,63,"06:53:23",2025-03-05 06:53:23,1,7,1.7,"T20.P1.W7","y","1",20,0,1000,0.734178240740741
"152",1,8,"3",37,0.914,0.911,0.906,63,"06:53:23",2025-03-05 06:53:23,1,8,1.8,"T20.P1.W8","y","1",20,0,1000,0.734178240740741
"153",1,9,"3",36,0.929,0.92,0.922,63,"06:53:23",2025-03-05 06:53:23,1,9,1.9,"T20.P1.W9","y","none",20,0,1000,0.734178240740741
"154",1,1,"4",49,0.938,0.93,0.929,63,"12:14:13",2025-03-05 12:14:13,1,1,1.1,"T20.P1.W1","y","none",20,0,1000,0.956979166666667
"155",1,2,"4",16,0.858,0.849,0.852,63,"12:14:13",2025-03-05 12:14:13,1,2,1.2,"T20.P1.W2","n","1",20,0,1000,0.956979166666667
"156",1,3,"4",45,0.956,0.946,0.947,63,"12:14:13",2025-03-05 12:14:13,1,3,1.3,"T20.P1.W3","y","none",20,0,1000,0.956979166666667
"157",1,4,"4",42,0.926,0.915,0.916,63,"12:14:13",2025-03-05 12:14:13,1,4,1.4,"T20.P1.W4","y","1",20,0,1000,0.956979166666667
"158",1,5,"4",16,1.005,0.996,0.999,63,"12:14:13",2025-03-05 12:14:13,1,5,1.5,"T20.P1.W5","n","1",20,0,1000,0.956979166666667
"159",1,6,"4",17,1.057,1.053,1.054,63,"12:14:13",2025-03-05 12:14:13,1,6,1.6,"T20.P1.W6","n","1",20,0,1000,0.956979166666667
"160",1,7,"4",52,0.885,0.873,0.876,63,"12:14:13",2025-03-05 12:14:13,1,7,1.7,"T20.P1.W7","y","1",20,0,1000,0.956979166666667
"161",1,8,"4",44,0.919,0.916,0.912,63,"12:14:13",2025-03-05 12:14:13,1,8,1.8,"T20.P1.W8","y","1",20,0,1000,0.956979166666667
"162",1,9,"4",57,0.916,0.908,0.908,63,"12:14:13",2025-03-05 12:14:13,1,9,1.9,"T20.P1.W9","y","none",20,0,1000,0.956979166666667
"163",1,1,"6",1346,0.974,0.966,0.96,64,"18:04:30",2025-03-06 18:04:30,1,1,1.1,"T20.P1.W1","y","none",20,0,1000,2.20023148148148
"164",1,2,"6",20,0.91,0.89,0.887,64,"18:04:30",2025-03-06 18:04:30,1,2,1.2,"T20.P1.W2","n","1",20,0,1000,2.20023148148148
"165",1,3,"6",1630,1.027,1.017,1.004,64,"18:04:30",2025-03-06 18:04:30,1,3,1.3,"T20.P1.W3","y","none",20,0,1000,2.20023148148148
"166",1,4,"6",1496,1.063,1.028,1.023,64,"18:04:30",2025-03-06 18:04:30,1,4,1.4,"T20.P1.W4","y","1",20,0,1000,2.20023148148148
"167",1,5,"6",16,1.032,1.012,1.007,64,"18:04:30",2025-03-06 18:04:30,1,5,1.5,"T20.P1.W5","n","1",20,0,1000,2.20023148148148
"168",1,6,"6",15,1.067,1.056,1.051,64,"18:04:30",2025-03-06 18:04:30,1,6,1.6,"T20.P1.W6","n","1",20,0,1000,2.20023148148148
