"","block","mic","rep","id","Parameter","mean","Rhat","n.eff"
"75",3,"1",2,"b3.m1","c",2.43035979534515,1.00115555797125,5300
"76",3,"7",1,"b3.m7","a",1.80945201414535,1.00075275587874,6000
"77",3,"7",1,"b3.m7","b",0.686603961580443,1.00096539361662,6000
"78",3,"7",1,"b3.m7","c",2.01969756164165,1.00096475055377,6000
"79",3,"15",2,"b3.m15","a",1.6146996604574,1.00112436460597,5600
"80",3,"15",2,"b3.m15","b",0.997090343052646,1.00124360990491,4700
"81",3,"15",2,"b3.m15","c",2.18166475431952,1.0014078216344,3900
"82",3,"12",3,"b3.m12","a",1.86112670461155,1.00063797838998,6000
"83",3,"12",3,"b3.m12","b",0.818170511279367,1.00118785593073,5100
"84",3,"12",3,"b3.m12","c",1.53858154007938,1.00087650638982,6000
"85",3,"none",1,"b3.mnone","a",1.76760667632435,1.00070533515563,6000
"86",3,"none",1,"b3.mnone","b",0.822862796879704,1.00088786767313,6000
"87",3,"none",1,"b3.mnone","c",2.16043596602335,1.00104371883251,6000
"88",3,"6",1,"b3.m6","a",1.82455222867162,1.00098457850117,6000
"89",3,"6",1,"b3.m6","b",0.801131995136647,1.00070399916642,6000
"90",3,"6",1,"b3.m6","c",1.87888605620649,1.00136222336414,4100
"91",3,"11",3,"b3.m11","a",1.8117208938962,1.00058280823443,6000
"92",3,"11",3,"b3.m11","b",0.78472197079648,1.00096576757368,6000
"93",3,"11",3,"b3.m11","c",1.52511829124605,1.00106647354029,6000
"94",3,"4",1,"b3.m4","a",1.76204635568285,1.0010174895635,6000
"95",3,"4",1,"b3.m4","b",0.676321177568691,1.00155669366413,3300
"96",3,"4",1,"b3.m4","c",2.23322228557117,1.00096266211657,6000
"97",3,"9",3,"b3.m9","a",1.8683778443271,1.00095958501114,6000
"98",3,"9",3,"b3.m9","b",0.698570888333831,1.00107906542777,6000
"99",3,"9",3,"b3.m9","c",1.97960349226182,1.00079656502332,6000
"100",3,"5",2,"b3.m5","a",1.88257276350862,1.00092626855185,6000
"101",3,"5",2,"b3.m5","b",0.864322074176161,1.00088152980935,6000
"102",3,"5",2,"b3.m5","c",1.82082077107784,1.00066085809751,6000
"103",4,"5",1,"b4.m5","a",1.43906874451773,1.00181995618113,2700
"104",4,"5",1,"b4.m5","b",1.80783305520141,1.00136948328515,4000
"105",4,"5",1,"b4.m5","c",2.28388427595547,1.00146700646196,3600
"106",4,"2",2,"b4.m2","a",1.51771277883422,1.00111588978176,5700
"107",4,"2",2,"b4.m2","b",1.10955559937834,1.00132445426112,4200
"108",4,"2",2,"b4.m2","c",2.57703765933077,1.00102093250193,6000
"109",4,"1",2,"b4.m1","a",1.88417326776377,1.00126683560383,4600
"110",4,"1",2,"b4.m1","b",0.991341750341932,1.0038800944804,5900
"111",4,"1",2,"b4.m1","c",2.08031695057519,1.00108287907672,6000
"112",4,"13",1,"b4.m13","a",1.8082431473807,1.00108575950633,6000
"113",4,"13",1,"b4.m13","b",0.98798827331553,1.0029069346205,6000
"114",4,"13",1,"b4.m13","c",1.99551872636449,1.0013987263497,3900
"115",4,"4",3,"b4.m4","a",1.62316447003701,1.00135904729616,4100
"116",4,"4",3,"b4.m4","b",1.06029634527197,1.00196093069652,2500
"117",4,"4",3,"b4.m4","c",1.97443501182065,1.0010335148574,6000
"118",4,"14",1,"b4.m14","a",1.30459604193191,1.00120741482085,4900
"119",4,"14",1,"b4.m14","b",1.9289343535824,1.00180279756793,3100
"120",4,"14",1,"b4.m14","c",2.35791950885007,1.00146705276678,3600
"121",4,"none",3,"b4.mnone","a",1.49745889646369,1.00086877673458,6000
"122",4,"none",3,"b4.mnone","b",1.23787554134361,1.00079864525019,6000
"123",4,"none",3,"b4.mnone","c",1.98382170325595,1.00084582271183,6000
"124",4,"15",2,"b4.m15","a",1.88071139904332,1.00164346932915,3100
"125",4,"15",2,"b4.m15","b",1.08869646161624,1.00337993687506,2400
"126",4,"15",2,"b4.m15","c",1.51707830517104,1.00103082139659,6000
"127",4,"9",1,"b4.m9","a",1.57904618085195,1.00073828075352,6000
"128",4,"9",1,"b4.m9","b",1.37588101772904,1.00119881245977,5000
"129",4,"9",1,"b4.m9","c",1.89489457048492,1.00149170185727,3500
"130",4,"8",2,"b4.m8","a",1.77491309590734,1.00065915926198,6000
"131",4,"8",2,"b4.m8","b",0.982040310679686,1.00099007495637,6000
"132",4,"8",2,"b4.m8","c",1.6590673888794,1.00087491540845,6000
"133",4,"11",1,"b4.m11","a",1.18034110393226,1.00107047980833,6000
"134",4,"11",1,"b4.m11","b",6.92800333937234,1.00139183862131,3900
"135",4,"11",1,"b4.m11","c",2.43554077941613,1.00071041598992,6000
"136",4,"7",1,"b4.m7","a",1.60341564719637,1.00062724103237,6000
"137",4,"7",1,"b4.m7","b",1.57432433228096,1.00074899969903,6000
"138",4,"7",1,"b4.m7","c",1.91024244942357,1.00095055847907,6000
"139",4,"3",1,"b4.m3","a",1.78391110309167,1.00132202892939,4300
"140",4,"3",1,"b4.m3","b",0.965648546484236,1.00088960082748,6000
"141",4,"3",1,"b4.m3","c",1.83980124071225,1.00194734278668,2400
"142",4,"6",2,"b4.m6","a",1.54124404730575,1.00134016044629,4200
"143",4,"6",2,"b4.m6","b",1.48832150660409,1.00244693607242,2200
"144",4,"6",2,"b4.m6","c",1.69377564025644,1.00106091108435,6000
"145",4,"12",1,"b4.m12","a",1.55951642089281,1.00106118925354,6000
"146",4,"12",1,"b4.m12","b",1.42168422820242,1.00109873984814,5800
"147",4,"12",1,"b4.m12","c",1.63261405085644,1.00097537307483,6000
"148",4,"10",3,"b4.m10","a",1.86222396509249,1.00104588092745,6000
"149",4,"10",3,"b4.m10","b",1.37697274495285,1.0007782567951,6000
"150",4,"10",3,"b4.m10","c",1.58860399811845,1.00118479928413,5100
"151",4,"all",1,"b4.mall","a",1.87347773038189,1.00091772346548,6000
"152",4,"all",1,"b4.mall","b",0.862444989262774,1.000887062369,6000
"153",4,"all",1,"b4.mall","c",1.34005830362164,1.00072479739265,6000
