"","Row","Column","Plate","Read","RFU","OD600","date","time","datetime","Well.at.T","Temperature.C","Nitrogen.conc.µM","Salt.conc.g.l","Chlamy.y.n","Microbe","Plate.at.T","Notes","days"
"16",2,6,1,0,33,0.924,663751,"11:01:31",2025-04-15 11:01:31,16,8,1000,0,"n","12",1,"",0
"17",2,7,1,0,47,1.008,663751,"11:01:31",2025-04-15 11:01:31,17,8,1000,0,"y","7",1,"",0
"18",2,8,1,0,44,0.899,663751,"11:01:31",2025-04-15 11:01:31,18,8,1000,0,"y","7",1,"",0
"19",2,9,1,0,27,0.883,663751,"11:01:31",2025-04-15 11:01:31,19,8,1000,0,"BLANK","BLANK",1,"",0
"20",2,10,1,0,37,0.83,663751,"11:01:31",2025-04-15 11:01:31,20,8,1000,0,"n","13",1,"",0
"21",3,1,1,0,37,1.024,663751,"11:01:31",2025-04-15 11:01:31,21,8,1000,0,"n","14",1,"",0
"22",3,2,1,0,38,0.837,663751,"11:01:31",2025-04-15 11:01:31,22,8,1000,0,"n","4",1,"",0
"23",3,3,1,0,43,0.935,663751,"11:01:31",2025-04-15 11:01:31,23,8,1000,0,"y","14",1,"",0
"24",3,4,1,0,34,1.126,663751,"11:01:31",2025-04-15 11:01:31,24,8,1000,0,"BLANK","BLANK",1,"",0
"25",3,5,1,0,35,0.947,663751,"11:01:31",2025-04-15 11:01:31,25,8,1000,0,"n","all",1,"",0
"26",3,6,1,0,45,1.113,663751,"11:01:31",2025-04-15 11:01:31,26,8,1000,0,"y","12",1,"",0
"27",3,7,1,0,46,1.075,663751,"11:01:31",2025-04-15 11:01:31,27,8,1000,0,"y","15",1,"",0
"28",3,8,1,0,40,1.177,663751,"11:01:31",2025-04-15 11:01:31,28,8,1000,0,"n","11",1,"",0
"29",3,9,1,0,51,0.885,663751,"11:01:31",2025-04-15 11:01:31,29,8,1000,0,"y","none",1,"",0
"30",3,10,1,0,44,0.988,663751,"11:01:31",2025-04-15 11:01:31,30,8,1000,0,"y","11",1,"",0
"31",4,1,1,0,39,0.847,663751,"11:01:31",2025-04-15 11:01:31,31,8,1000,0,"y","10",1,"",0
"32",4,2,1,0,34,0.877,663751,"11:01:31",2025-04-15 11:01:31,32,8,1000,0,"n","1",1,"",0
"33",4,3,1,0,35,0.744,663751,"11:01:31",2025-04-15 11:01:31,33,8,1000,0,"y","9",1,"",0
"34",4,4,1,0,33,0.853,663751,"11:01:31",2025-04-15 11:01:31,34,8,1000,0,"BLANK","BLANK",1,"",0
"35",4,5,1,0,41,0.873,663751,"11:01:31",2025-04-15 11:01:31,35,8,1000,0,"y","1",1,"",0
"36",4,6,1,0,36,0.993,663751,"11:01:31",2025-04-15 11:01:31,36,8,1000,0,"BLANK","BLANK",1,"",0
"37",4,7,1,0,48,0.928,663751,"11:01:31",2025-04-15 11:01:31,37,8,1000,0,"y","11",1,"",0
"38",4,8,1,0,42,0.432,663751,"11:01:31",2025-04-15 11:01:31,38,8,1000,0,"y","12",1,"",0
"39",4,9,1,0,43,1.068,663751,"11:01:31",2025-04-15 11:01:31,39,8,1000,0,"n","12",1,"",0
"40",4,10,1,0,52,0.987,663751,"11:01:31",2025-04-15 11:01:31,40,8,1000,0,"y","all",1,"",0
"41",5,1,1,0,57,1.036,663751,"11:01:31",2025-04-15 11:01:31,41,8,1000,0,"y","14",1,"",0
"42",5,2,1,0,35,0.709,663751,"11:01:31",2025-04-15 11:01:31,42,8,1000,0,"n","7",1,"",0
"43",5,3,1,0,34,0.979,663751,"11:01:31",2025-04-15 11:01:31,43,8,1000,0,"BLANK","BLANK",1,"",0
"44",5,4,1,0,36,0.816,663751,"11:01:31",2025-04-15 11:01:31,44,8,1000,0,"y","3",1,"",0
"45",5,5,1,0,30,0.939,663751,"11:01:31",2025-04-15 11:01:31,45,8,1000,0,"BLANK","BLANK",1,"",0
"46",5,6,1,0,31,0.824,663751,"11:01:31",2025-04-15 11:01:31,46,8,1000,0,"n","8",1,"",0
"47",5,7,1,0,32,0.989,663751,"11:01:31",2025-04-15 11:01:31,47,8,1000,0,"n","5",1,"",0
"48",5,8,1,0,27,0.846,663751,"11:01:31",2025-04-15 11:01:31,48,8,1000,0,"n","8",1,"",0
"49",5,9,1,0,41,1.038,663751,"11:01:31",2025-04-15 11:01:31,49,8,1000,0,"y","3",1,"",0
"50",5,10,1,0,41,0.73,663751,"11:01:31",2025-04-15 11:01:31,50,8,1000,0,"y","10",1,"",0
"51",6,1,1,0,38,1.052,663751,"11:01:31",2025-04-15 11:01:31,51,8,1000,0,"y","9",1,"",0
"52",6,2,1,0,33,1.131,663751,"11:01:31",2025-04-15 11:01:31,52,8,1000,0,"n","1",1,"",0
"53",6,3,1,0,35,1,663751,"11:01:31",2025-04-15 11:01:31,53,8,1000,0,"BLANK","BLANK",1,"",0
"54",6,4,1,0,35,0.918,663751,"11:01:31",2025-04-15 11:01:31,54,8,1000,0,"n","3",1,"",0
"55",6,5,1,0,31,0.821,663751,"11:01:31",2025-04-15 11:01:31,55,8,1000,0,"n","7",1,"",0
"56",6,6,1,0,29,0.944,663751,"11:01:31",2025-04-15 11:01:31,56,8,1000,0,"n","13",1,"",0
"57",6,7,1,0,30,0.774,663751,"11:01:31",2025-04-15 11:01:31,57,8,1000,0,"BLANK","BLANK",1,"",0
"58",6,8,1,0,40,1.143,663751,"11:01:31",2025-04-15 11:01:31,58,8,1000,0,"n","9",1,"",0
"59",6,9,1,0,40,1.056,663751,"11:01:31",2025-04-15 11:01:31,59,8,1000,0,"n","6",1,"",0
"60",6,10,1,0,47,0.878,663751,"11:01:31",2025-04-15 11:01:31,60,8,1000,0,"y","6",1,"",0
"61",1,1,1,1,22,1.33,663751,"20:03:02",2025-04-15 20:03:02,1,8,1000,0,"n","5",1,"",0.376053240740741
"62",1,2,1,1,26,1.041,663751,"20:03:02",2025-04-15 20:03:02,2,8,1000,0,"y","2",1,"",0.376053240740741
"63",1,3,1,1,20,1.345,663751,"20:03:02",2025-04-15 20:03:02,3,8,1000,0,"y","15",1,"",0.376053240740741
"64",1,4,1,1,20,1.169,663751,"20:03:02",2025-04-15 20:03:02,4,8,1000,0,"n","15",1,"",0.376053240740741
"65",1,5,1,1,23,1.167,663751,"20:03:02",2025-04-15 20:03:02,5,8,1000,0,"BLANK","BLANK",1,"",0.376053240740741
"66",1,6,1,1,21,0.742,663751,"20:03:02",2025-04-15 20:03:02,6,8,1000,0,"y","7",1,"",0.376053240740741
"67",1,7,1,1,26,1.242,663751,"20:03:02",2025-04-15 20:03:02,7,8,1000,0,"y","4",1,"",0.376053240740741
"68",1,8,1,1,21,1.236,663751,"20:03:02",2025-04-15 20:03:02,8,8,1000,0,"BLANK","BLANK",1,"",0.376053240740741
"69",1,9,1,1,21,1.085,663751,"20:03:02",2025-04-15 20:03:02,9,8,1000,0,"y","14",1,"",0.376053240740741
"70",1,10,1,1,27,1.131,663751,"20:03:02",2025-04-15 20:03:02,10,8,1000,0,"y","1",1,"",0.376053240740741
"71",2,1,1,1,17,1.27,663751,"20:03:02",2025-04-15 20:03:02,11,8,1000,0,"n","7",1,"",0.376053240740741
"72",2,2,1,1,22,1.354,663751,"20:03:02",2025-04-15 20:03:02,12,8,1000,0,"n","2",1,"",0.376053240740741
"73",2,3,1,1,21,0.801,663751,"20:03:02",2025-04-15 20:03:02,13,8,1000,0,"y","8",1,"",0.376053240740741
"74",2,4,1,1,16,1.141,663751,"20:03:02",2025-04-15 20:03:02,14,8,1000,0,"n","1",1,"",0.376053240740741
"75",2,5,1,1,24,1.172,663751,"20:03:02",2025-04-15 20:03:02,15,8,1000,0,"y","2",1,"",0.376053240740741
"76",2,6,1,1,15,1.054,663751,"20:03:02",2025-04-15 20:03:02,16,8,1000,0,"n","12",1,"",0.376053240740741
"77",2,7,1,1,22,1.267,663751,"20:03:02",2025-04-15 20:03:02,17,8,1000,0,"y","7",1,"",0.376053240740741
"78",2,8,1,1,20,1.227,663751,"20:03:02",2025-04-15 20:03:02,18,8,1000,0,"y","7",1,"",0.376053240740741
"79",2,9,1,1,14,1.104,663751,"20:03:02",2025-04-15 20:03:02,19,8,1000,0,"BLANK","BLANK",1,"",0.376053240740741
"80",2,10,1,1,19,0.967,663751,"20:03:02",2025-04-15 20:03:02,20,8,1000,0,"n","13",1,"",0.376053240740741
"81",3,1,1,1,21,1.224,663751,"20:03:02",2025-04-15 20:03:02,21,8,1000,0,"n","14",1,"",0.376053240740741
"82",3,2,1,1,24,1.126,663751,"20:03:02",2025-04-15 20:03:02,22,8,1000,0,"n","4",1,"",0.376053240740741
"83",3,3,1,1,25,1.098,663751,"20:03:02",2025-04-15 20:03:02,23,8,1000,0,"y","14",1,"",0.376053240740741
"84",3,4,1,1,16,1.44,663751,"20:03:02",2025-04-15 20:03:02,24,8,1000,0,"BLANK","BLANK",1,"",0.376053240740741
"85",3,5,1,1,18,1.266,663751,"20:03:02",2025-04-15 20:03:02,25,8,1000,0,"n","all",1,"",0.376053240740741
"86",3,6,1,1,23,1.369,663751,"20:03:02",2025-04-15 20:03:02,26,8,1000,0,"y","12",1,"",0.376053240740741
"87",3,7,1,1,24,1.208,663751,"20:03:02",2025-04-15 20:03:02,27,8,1000,0,"y","15",1,"",0.376053240740741
"88",3,8,1,1,22,1.627,663751,"20:03:02",2025-04-15 20:03:02,28,8,1000,0,"n","11",1,"",0.376053240740741
"89",3,9,1,1,24,1.148,663751,"20:03:02",2025-04-15 20:03:02,29,8,1000,0,"y","none",1,"",0.376053240740741
"90",3,10,1,1,26,1.582,663751,"20:03:02",2025-04-15 20:03:02,30,8,1000,0,"y","11",1,"",0.376053240740741
"91",4,1,1,1,22,1.044,663751,"20:03:02",2025-04-15 20:03:02,31,8,1000,0,"y","10",1,"",0.376053240740741
"92",4,2,1,1,20,1.133,663751,"20:03:02",2025-04-15 20:03:02,32,8,1000,0,"n","1",1,"",0.376053240740741
"93",4,3,1,1,21,1.287,663751,"20:03:02",2025-04-15 20:03:02,33,8,1000,0,"y","9",1,"",0.376053240740741
"94",4,4,1,1,17,1.095,663751,"20:03:02",2025-04-15 20:03:02,34,8,1000,0,"BLANK","BLANK",1,"",0.376053240740741
"95",4,5,1,1,23,1.108,663751,"20:03:02",2025-04-15 20:03:02,35,8,1000,0,"y","1",1,"",0.376053240740741
"96",4,6,1,1,14,1.274,663751,"20:03:02",2025-04-15 20:03:02,36,8,1000,0,"BLANK","BLANK",1,"",0.376053240740741
"97",4,7,1,1,22,1.152,663751,"20:03:02",2025-04-15 20:03:02,37,8,1000,0,"y","11",1,"",0.376053240740741
"98",4,8,1,1,23,0.718,663751,"20:03:02",2025-04-15 20:03:02,38,8,1000,0,"y","12",1,"",0.376053240740741
"99",4,9,1,1,22,1.348,663751,"20:03:02",2025-04-15 20:03:02,39,8,1000,0,"n","12",1,"",0.376053240740741
"100",4,10,1,1,23,1.056,663751,"20:03:02",2025-04-15 20:03:02,40,8,1000,0,"y","all",1,"",0.376053240740741
"101",5,1,1,1,23,1.254,663751,"20:03:02",2025-04-15 20:03:02,41,8,1000,0,"y","14",1,"",0.376053240740741
"102",5,2,1,1,23,0.86,663751,"20:03:02",2025-04-15 20:03:02,42,8,1000,0,"n","7",1,"",0.376053240740741
"103",5,3,1,1,15,1.248,663751,"20:03:02",2025-04-15 20:03:02,43,8,1000,0,"BLANK","BLANK",1,"",0.376053240740741
"104",5,4,1,1,22,0.973,663751,"20:03:02",2025-04-15 20:03:02,44,8,1000,0,"y","3",1,"",0.376053240740741
"105",5,5,1,1,18,1.164,663751,"20:03:02",2025-04-15 20:03:02,45,8,1000,0,"BLANK","BLANK",1,"",0.376053240740741
"106",5,6,1,1,17,1.228,663751,"20:03:02",2025-04-15 20:03:02,46,8,1000,0,"n","8",1,"",0.376053240740741
"107",5,7,1,1,18,1.308,663751,"20:03:02",2025-04-15 20:03:02,47,8,1000,0,"n","5",1,"",0.376053240740741
"108",5,8,1,1,16,1.197,663751,"20:03:02",2025-04-15 20:03:02,48,8,1000,0,"n","8",1,"",0.376053240740741
"109",5,9,1,1,24,1.359,663751,"20:03:02",2025-04-15 20:03:02,49,8,1000,0,"y","3",1,"",0.376053240740741
"110",5,10,1,1,23,0.912,663751,"20:03:02",2025-04-15 20:03:02,50,8,1000,0,"y","10",1,"",0.376053240740741
"111",6,1,1,1,22,1.302,663751,"20:03:02",2025-04-15 20:03:02,51,8,1000,0,"y","9",1,"",0.376053240740741
"112",6,2,1,1,16,1.277,663751,"20:03:02",2025-04-15 20:03:02,52,8,1000,0,"n","1",1,"",0.376053240740741
"113",6,3,1,1,20,1.258,663751,"20:03:02",2025-04-15 20:03:02,53,8,1000,0,"BLANK","BLANK",1,"",0.376053240740741
"114",6,4,1,1,20,1.094,663751,"20:03:02",2025-04-15 20:03:02,54,8,1000,0,"n","3",1,"",0.376053240740741
"115",6,5,1,1,14,1.014,663751,"20:03:02",2025-04-15 20:03:02,55,8,1000,0,"n","7",1,"",0.376053240740741
"116",6,6,1,1,22,1.12,663751,"20:03:02",2025-04-15 20:03:02,56,8,1000,0,"n","13",1,"",0.376053240740741
"117",6,7,1,1,18,1.172,663751,"20:03:02",2025-04-15 20:03:02,57,8,1000,0,"BLANK","BLANK",1,"",0.376053240740741
"118",6,8,1,1,22,1.145,663751,"20:03:02",2025-04-15 20:03:02,58,8,1000,0,"n","9",1,"",0.376053240740741
"119",6,9,1,1,19,1.346,663751,"20:03:02",2025-04-15 20:03:02,59,8,1000,0,"n","6",1,"",0.376053240740741
"120",6,10,1,1,29,1.134,663751,"20:03:02",2025-04-15 20:03:02,60,8,1000,0,"y","6",1,"",0.376053240740741
"121",1,1,1,2,18,1.328,663752,"07:22:49",2025-04-16 07:22:49,1,8,1000,0,"n","5",1,"",0.848125
"122",1,2,1,2,20,1.043,663752,"07:22:49",2025-04-16 07:22:49,2,8,1000,0,"y","2",1,"",0.848125
"123",1,3,1,2,29,1.258,663752,"07:22:49",2025-04-16 07:22:49,3,8,1000,0,"y","15",1,"",0.848125
"124",1,4,1,2,22,1.104,663752,"07:22:49",2025-04-16 07:22:49,4,8,1000,0,"n","15",1,"",0.848125
"125",1,5,1,2,19,1.127,663752,"07:22:49",2025-04-16 07:22:49,5,8,1000,0,"BLANK","BLANK",1,"",0.848125
"126",1,6,1,2,22,0.74,663752,"07:22:49",2025-04-16 07:22:49,6,8,1000,0,"y","7",1,"",0.848125
"127",1,7,1,2,23,1.231,663752,"07:22:49",2025-04-16 07:22:49,7,8,1000,0,"y","4",1,"",0.848125
"128",1,8,1,2,17,1.262,663752,"07:22:49",2025-04-16 07:22:49,8,8,1000,0,"BLANK","BLANK",1,"",0.848125
"129",1,9,1,2,28,1.078,663752,"07:22:49",2025-04-16 07:22:49,9,8,1000,0,"y","14",1,"",0.848125
"130",1,10,1,2,22,1.143,663752,"07:22:49",2025-04-16 07:22:49,10,8,1000,0,"y","1",1,"",0.848125
"131",2,1,1,2,16,1.209,663752,"07:22:49",2025-04-16 07:22:49,11,8,1000,0,"n","7",1,"",0.848125
"132",2,2,1,2,17,1.349,663752,"07:22:49",2025-04-16 07:22:49,12,8,1000,0,"n","2",1,"",0.848125
"133",2,3,1,2,22,0.802,663752,"07:22:49",2025-04-16 07:22:49,13,8,1000,0,"y","8",1,"",0.848125
"134",2,4,1,2,16,1.107,663752,"07:22:49",2025-04-16 07:22:49,14,8,1000,0,"n","1",1,"",0.848125
"135",2,5,1,2,22,1.161,663752,"07:22:49",2025-04-16 07:22:49,15,8,1000,0,"y","2",1,"",0.848125
"136",2,6,1,2,18,1.052,663752,"07:22:49",2025-04-16 07:22:49,16,8,1000,0,"n","12",1,"",0.848125
"137",2,7,1,2,21,1.265,663752,"07:22:49",2025-04-16 07:22:49,17,8,1000,0,"y","7",1,"",0.848125
"138",2,8,1,2,19,1.287,663752,"07:22:49",2025-04-16 07:22:49,18,8,1000,0,"y","7",1,"",0.848125
"139",2,9,1,2,13,1.2,663752,"07:22:49",2025-04-16 07:22:49,19,8,1000,0,"BLANK","BLANK",1,"",0.848125
"140",2,10,1,2,18,1.012,663752,"07:22:49",2025-04-16 07:22:49,20,8,1000,0,"n","13",1,"",0.848125
"141",3,1,1,2,14,1.171,663752,"07:22:49",2025-04-16 07:22:49,21,8,1000,0,"n","14",1,"",0.848125
"142",3,2,1,2,18,1.141,663752,"07:22:49",2025-04-16 07:22:49,22,8,1000,0,"n","4",1,"",0.848125
"143",3,3,1,2,22,1.048,663752,"07:22:49",2025-04-16 07:22:49,23,8,1000,0,"y","14",1,"",0.848125
"144",3,4,1,2,20,1.441,663752,"07:22:49",2025-04-16 07:22:49,24,8,1000,0,"BLANK","BLANK",1,"",0.848125
"145",3,5,1,2,16,1.312,663752,"07:22:49",2025-04-16 07:22:49,25,8,1000,0,"n","all",1,"",0.848125
"146",3,6,1,2,25,1.416,663752,"07:22:49",2025-04-16 07:22:49,26,8,1000,0,"y","12",1,"",0.848125
"147",3,7,1,2,26,1.299,663752,"07:22:49",2025-04-16 07:22:49,27,8,1000,0,"y","15",1,"",0.848125
"148",3,8,1,2,15,1.713,663752,"07:22:49",2025-04-16 07:22:49,28,8,1000,0,"n","11",1,"",0.848125
"149",3,9,1,2,23,1.298,663752,"07:22:49",2025-04-16 07:22:49,29,8,1000,0,"y","none",1,"",0.848125
"150",3,10,1,2,29,1.631,663752,"07:22:49",2025-04-16 07:22:49,30,8,1000,0,"y","11",1,"",0.848125
"151",4,1,1,2,22,1.054,663752,"07:22:49",2025-04-16 07:22:49,31,8,1000,0,"y","10",1,"",0.848125
"152",4,2,1,2,19,1.161,663752,"07:22:49",2025-04-16 07:22:49,32,8,1000,0,"n","1",1,"",0.848125
"153",4,3,1,2,22,1.342,663752,"07:22:49",2025-04-16 07:22:49,33,8,1000,0,"y","9",1,"",0.848125
"154",4,4,1,2,13,1.21,663752,"07:22:49",2025-04-16 07:22:49,34,8,1000,0,"BLANK","BLANK",1,"",0.848125
"155",4,5,1,2,24,1.126,663752,"07:22:49",2025-04-16 07:22:49,35,8,1000,0,"y","1",1,"",0.848125
"156",4,6,1,2,17,1.41,663752,"07:22:49",2025-04-16 07:22:49,36,8,1000,0,"BLANK","BLANK",1,"",0.848125
"157",4,7,1,2,23,1.257,663752,"07:22:49",2025-04-16 07:22:49,37,8,1000,0,"y","11",1,"",0.848125
"158",4,8,1,2,20,0.838,663752,"07:22:49",2025-04-16 07:22:49,38,8,1000,0,"y","12",1,"",0.848125
"159",4,9,1,2,18,1.528,663752,"07:22:49",2025-04-16 07:22:49,39,8,1000,0,"n","12",1,"",0.848125
"160",4,10,1,2,25,1.218,663752,"07:22:49",2025-04-16 07:22:49,40,8,1000,0,"y","all",1,"",0.848125
"161",5,1,1,2,26,1.367,663752,"07:22:49",2025-04-16 07:22:49,41,8,1000,0,"y","14",1,"",0.848125
"162",5,2,1,2,19,0.894,663752,"07:22:49",2025-04-16 07:22:49,42,8,1000,0,"n","7",1,"",0.848125
"163",5,3,1,2,18,1.338,663752,"07:22:49",2025-04-16 07:22:49,43,8,1000,0,"BLANK","BLANK",1,"",0.848125
"164",5,4,1,2,27,0.973,663752,"07:22:49",2025-04-16 07:22:49,44,8,1000,0,"y","3",1,"",0.848125
"165",5,5,1,2,18,1.34,663752,"07:22:49",2025-04-16 07:22:49,45,8,1000,0,"BLANK","BLANK",1,"",0.848125
"166",5,6,1,2,16,1.368,663752,"07:22:49",2025-04-16 07:22:49,46,8,1000,0,"n","8",1,"",0.848125
"167",5,7,1,2,14,1.425,663752,"07:22:49",2025-04-16 07:22:49,47,8,1000,0,"n","5",1,"",0.848125
"168",5,8,1,2,18,1.386,663752,"07:22:49",2025-04-16 07:22:49,48,8,1000,0,"n","8",1,"",0.848125
"169",5,9,1,2,25,1.514,663752,"07:22:49",2025-04-16 07:22:49,49,8,1000,0,"y","3",1,"",0.848125
"170",5,10,1,2,28,0.989,663752,"07:22:49",2025-04-16 07:22:49,50,8,1000,0,"y","10",1,"",0.848125
"171",6,1,1,2,24,1.42,663752,"07:22:49",2025-04-16 07:22:49,51,8,1000,0,"y","9",1,"",0.848125
"172",6,2,1,2,15,1.298,663752,"07:22:49",2025-04-16 07:22:49,52,8,1000,0,"n","1",1,"",0.848125
"173",6,3,1,2,14,1.41,663752,"07:22:49",2025-04-16 07:22:49,53,8,1000,0,"BLANK","BLANK",1,"",0.848125
"174",6,4,1,2,16,1.151,663752,"07:22:49",2025-04-16 07:22:49,54,8,1000,0,"n","3",1,"",0.848125
"175",6,5,1,2,17,1.108,663752,"07:22:49",2025-04-16 07:22:49,55,8,1000,0,"n","7",1,"",0.848125
"176",6,6,1,2,16,1.214,663752,"07:22:49",2025-04-16 07:22:49,56,8,1000,0,"n","13",1,"",0.848125
"177",6,7,1,2,18,1.36,663752,"07:22:49",2025-04-16 07:22:49,57,8,1000,0,"BLANK","BLANK",1,"",0.848125
"178",6,8,1,2,19,1.286,663752,"07:22:49",2025-04-16 07:22:49,58,8,1000,0,"n","9",1,"",0.848125
"179",6,9,1,2,17,1.515,663752,"07:22:49",2025-04-16 07:22:49,59,8,1000,0,"n","6",1,"",0.848125
"180",6,10,1,2,24,1.151,663752,"07:22:49",2025-04-16 07:22:49,60,8,1000,0,"y","6",1,"",0.848125
"181",1,1,1,3,15,1.422,663752,"14:02:47",2025-04-16 14:02:47,1,8,1000,0,"n","5",1,"",1.12587962962963
"182",1,2,1,3,18,1.07,663752,"14:02:47",2025-04-16 14:02:47,2,8,1000,0,"y","2",1,"",1.12587962962963
"183",1,3,1,3,19,1.394,663752,"14:02:47",2025-04-16 14:02:47,3,8,1000,0,"y","15",1,"",1.12587962962963
"184",1,4,1,3,15,1.235,663752,"14:02:47",2025-04-16 14:02:47,4,8,1000,0,"n","15",1,"",1.12587962962963
"185",1,5,1,3,15,1.268,663752,"14:02:47",2025-04-16 14:02:47,5,8,1000,0,"BLANK","BLANK",1,"",1.12587962962963
"186",1,6,1,3,15,0.764,663752,"14:02:47",2025-04-16 14:02:47,6,8,1000,0,"y","7",1,"",1.12587962962963
"187",1,7,1,3,25,1.329,663752,"14:02:47",2025-04-16 14:02:47,7,8,1000,0,"y","4",1,"",1.12587962962963
"188",1,8,1,3,16,1.347,663752,"14:02:47",2025-04-16 14:02:47,8,8,1000,0,"BLANK","BLANK",1,"",1.12587962962963
"189",1,9,1,3,21,1.175,663752,"14:02:47",2025-04-16 14:02:47,9,8,1000,0,"y","14",1,"",1.12587962962963
"190",1,10,1,3,14,1.167,663752,"14:02:47",2025-04-16 14:02:47,10,8,1000,0,"y","1",1,"",1.12587962962963
"191",2,1,1,3,16,1.331,663752,"14:02:47",2025-04-16 14:02:47,11,8,1000,0,"n","7",1,"",1.12587962962963
"192",2,2,1,3,18,1.465,663752,"14:02:47",2025-04-16 14:02:47,12,8,1000,0,"n","2",1,"",1.12587962962963
"193",2,3,1,3,19,0.844,663752,"14:02:47",2025-04-16 14:02:47,13,8,1000,0,"y","8",1,"",1.12587962962963
"194",2,4,1,3,17,1.14,663752,"14:02:47",2025-04-16 14:02:47,14,8,1000,0,"n","1",1,"",1.12587962962963
"195",2,5,1,3,21,1.221,663752,"14:02:47",2025-04-16 14:02:47,15,8,1000,0,"y","2",1,"",1.12587962962963
"196",2,6,1,3,15,1.222,663752,"14:02:47",2025-04-16 14:02:47,16,8,1000,0,"n","12",1,"",1.12587962962963
"197",2,7,1,3,20,1.34,663752,"14:02:47",2025-04-16 14:02:47,17,8,1000,0,"y","7",1,"",1.12587962962963
"198",2,8,1,3,23,1.333,663752,"14:02:47",2025-04-16 14:02:47,18,8,1000,0,"y","7",1,"",1.12587962962963
"199",2,9,1,3,13,1.224,663752,"14:02:47",2025-04-16 14:02:47,19,8,1000,0,"BLANK","BLANK",1,"",1.12587962962963
"200",2,10,1,3,17,1.002,663752,"14:02:47",2025-04-16 14:02:47,20,8,1000,0,"n","13",1,"",1.12587962962963
"201",3,1,1,3,17,1.29,663752,"14:02:47",2025-04-16 14:02:47,21,8,1000,0,"n","14",1,"",1.12587962962963
"202",3,2,1,3,13,1.236,663752,"14:02:47",2025-04-16 14:02:47,22,8,1000,0,"n","4",1,"",1.12587962962963
"203",3,3,1,3,17,1.126,663752,"14:02:47",2025-04-16 14:02:47,23,8,1000,0,"y","14",1,"",1.12587962962963
"204",3,4,1,3,15,1.523,663752,"14:02:47",2025-04-16 14:02:47,24,8,1000,0,"BLANK","BLANK",1,"",1.12587962962963
"205",3,5,1,3,16,1.431,663752,"14:02:47",2025-04-16 14:02:47,25,8,1000,0,"n","all",1,"",1.12587962962963
"206",3,6,1,3,24,1.46,663752,"14:02:47",2025-04-16 14:02:47,26,8,1000,0,"y","12",1,"",1.12587962962963
"207",3,7,1,3,20,1.311,663752,"14:02:47",2025-04-16 14:02:47,27,8,1000,0,"y","15",1,"",1.12587962962963
"208",3,8,1,3,11,1.726,663752,"14:02:47",2025-04-16 14:02:47,28,8,1000,0,"n","11",1,"",1.12587962962963
"209",3,9,1,3,17,1.351,663752,"14:02:47",2025-04-16 14:02:47,29,8,1000,0,"y","none",1,"",1.12587962962963
"210",3,10,1,3,19,1.642,663752,"14:02:47",2025-04-16 14:02:47,30,8,1000,0,"y","11",1,"",1.12587962962963
"211",4,1,1,3,22,1.085,663752,"14:02:47",2025-04-16 14:02:47,31,8,1000,0,"y","10",1,"",1.12587962962963
"212",4,2,1,3,15,1.207,663752,"14:02:47",2025-04-16 14:02:47,32,8,1000,0,"n","1",1,"",1.12587962962963
"213",4,3,1,3,15,1.44,663752,"14:02:47",2025-04-16 14:02:47,33,8,1000,0,"y","9",1,"",1.12587962962963
"214",4,4,1,3,17,1.286,663752,"14:02:47",2025-04-16 14:02:47,34,8,1000,0,"BLANK","BLANK",1,"",1.12587962962963
